Unnamed: 0,SearchTerm,BusinessName,UBINumber,BusinessId,Address,Status,address_match,ubi_match,id_match,isMatch
47,HONG KONG BUILDING LLC,HONG KONG BUILDING LLC,602 299 720,729854,"4223 12TH AVE NE, SEATTLE, WA, 98105-5901, UNITED STATES",Active,False,False,False,
48,MILWAUKEE LLC,MILWAUKEE LLC,602 298 896,207610,"668 S KING ST, SEATTLE, WA, 98104, UNITED STATES",Active,False,False,False,
49,MAIN STREET INTERIM LLC,MAIN STREET INTERIM LLC,602 355 440,315546,"409 MAYNARD AVE S, SUITE P2, SEATTLE, WA, 98104, UNITED STATES",Administratively Dissolved,False,False,False,
50,FAIRFIELD WASHINGTON TERRACE LP,FAIRFIELD WASHINGTON TERRACE LP,604 530 063,1321455,"5355 MIRA SORRENTO PL, SUITE 100, SAN DIEGO, CA, 92121-3803, UNITED STATES",Active,False,False,False,
51,ALPS HOTEL LLC,ALPS HOTEL LLC,602 294 041,538964,"621 S KING ST, SEATTLE, WA, 98104-2943, UNITED STATES",Active,False,False,False,
52,INTERNATIONAL HOUSE APARTMENTS LLC,INTERNATIONAL HOUSE APARTMENTS LLC,604 109 108,237451,"30 HUDSON YARDS, 72ND FL, NEW YORK, NY, 10001-2170, UNITED STATES",Active,False,False,False,
53,ASCONA SEATTLE LLC,ASCONA SEATTLE LLC,604 167 691,41977,"801 2ND AVE STE 700, SEATTLE, WA, 98104-1573, UNITED STATES",Active,False,False,False,
54,GRE DOWNTOWNER LLC,GRE DOWNTOWNER LLC,603 044 709,206128,"2801 ALASKAN WAY STE 310, SEATTLE, WA, 98121-1135, UNITED STATES",Active,True,False,False,
55,OK HOTEL APARTMENTS LLC,OK HOTEL APARTMENTS LLC,604 826 163,1507726,"300 LENORA ST # 246, SEATTLE, WA, 98121-2411, UNITED STATES",Active,False,False,False,
56,SUSTAINABLE URBAN DEVELOPMENT #1 LLC,SUSTAINABLE URBAN DEVELOPMENT #1 LLC,602 383 985,1001361,"816 2ND AVE STE 300, SEATTLE, WA, 98104-1534, UNITED STATES",Administratively Dissolved,False,False,False,
57,CRE 315 MAYNARD LLC,CRE 315 MAYNARD LLC,604 247 595,1200900,"2930 WESTLAKE AVE N, STE100, SEATTLE, WA, 98109-1968, UNITED STATES",Active,False,False,False,
58,CAI SUNLIGHT PROPERTIES LLC,CAI SUNLIGHT PROPERTIES LLC,604 765 156,1465552,"8411 MAPLE LANE, MERCER ISLAND, WA, 98040, UNITED STATES",Active,False,False,False,
59,GOVERNOR BUILDING LLC,GOVERNOR BUILDING LLC,602 636 059,235085,"1200 WESTLAKE AVE N STE 608, SEATTLE, WA, 98109-3529, UNITED STATES",Active,False,False,False,
60,S-QOZB LLC,S-QOZB LLC,604 387 188,1257707,"701 5TH AVE STE 6400, SEATTLE, WA, 98104-7100, UNITED STATES",Active,False,False,False,
61,GEE HOW OAK TIN FOUNDATION,GEE HOW OAK TIN FOUNDATION,601 115 612,708289,"519 7TH AVE S, SEATTLE, WA, 98104-2971, UNITED STATES",Active,False,False,False,
62,CRE HH PARTNERS LLC,CRE HH PARTNERS LLC,604 830 699,1514341,"2930 WESTLAKE AVE N STE 100, SEATTLE, WA, 98109-1968, UNITED STATES",Active,False,False,False,
63,223 YESLER LLLP,223 YESLER LLLP,604 269 683,1197255,"1253 S JACKSON ST STE A, SEATTLE, WA, 98144-3075, UNITED STATES",Active,True,False,False,
64,PIONEER PRESERVATION ASSOCIATES LP,PIONEER PRESERVATION ASSOCIATES LP,604 987 469,1611994,"139 S BEVERLY DR STE 309, BEVERLY HILLS, CA, 90212-3040, UNITED STATES",Active,False,False,False,
65,CRE LOWMAN PARTNERS LLC,CRE LOWMAN PARTNERS LLC,604 523 850,1314604,"2930 WESTLAKE AVE N STE 100, SEATTLE, WA, 98109-1968, UNITED STATES",Active,False,False,False,
66,CATHAY INVESTMENT LLC,CATHAY INVESTMENT LLC,602 650 413,600956,"6421 W MERCER WAY, MERCER ISLAND, WA, 98040-4857, UNITED STATES",Active,False,False,False,
67,GOOD ARTS LLC,GOOD ARTS LLC,603 532 228,715921,"1117 MINOR AVE, SEATTLE, WA, 98101-4246, UNITED STATES",Active,False,False,False,
68,PRU 114 LLC,PRU 114 LLC,602 720 016,904120,"114 ALASKAN WAY S, SUITE 120, SEATTLE, WA, 98104, UNITED STATES",Active,False,False,False,
69,TRPF MILLENNIUM TOWER LLC,TRPF MILLENNIUM TOWER LLC,604 193 771,1165953,"730 3RD AVE, MS:730/12/02, NEW YORK, NY, 10017-3206, UNITED STATES",Active,False,False,False,
70,PTL PROPERTY LIMITED PARTNERSHIP,PTL PROPERTY LIMITED PARTNERSHIP,602 493 349,942810,"220 3RD AVE S #100, SEATTLE, WA, 98104, UNITED STATES",Active,False,False,False,
71,COLUMBIA TRUST COMPANY,COLUMBIA TRUST COMPANY,601 768 877,632805,"805 SW BROADWAY STE 780, PORTLAND, OR, 97205-3344, UNITED STATES",Active,False,False,False,
72,NEW ENGLAND BUILDING LLC,NEW ENGLAND BUILDING LLC,601 893 989,868875,"85 S WASHINGTON ST STE 211, SEATTLE, WA, 98104-3403, UNITED STATES",Active,False,False,False,
73,COMPASS CENTER HOUSING DEVELOPMENT,COMPASS CENTER HOUSING DEVELOPMENT,601 201 571,84798,"220 DEXTER AVE N, SEATTLE, WA, 98109-5104, UNITED STATES",Active,False,False,False,
74,MSI MAYNARD LLC,MSI MAYNARD LLC,604 537 696,1325768,"316 OCCIDENTAL AVE S STE 300, SEATTLE, WA, 98104-4421, UNITED STATES",Active,False,False,False,
75,8 S WELLER LLC,8 S WELLER LLC,604 900 906,1548903,"3926 AURORA AVE N, SEATTLE, WA, 98103-7802, UNITED STATES",Active,False,False,False,
4,HOWARD BUILDING SEATTLE LLC,"HOWARD BUILDING SEATTLE, LLC",603 468 238,154242,"614 1ST AVE, SUITE 400, SEATTLE, WA, 98104-2255, UNITED STATES",Active,False,False,False,1.0
5,HARTFORD BUILDING LLC,"HARTFORD BUILDING, LLC",604 990 747,1609954,"208 JAMES ST, SEATTLE, WA, 98104-2220, UNITED STATES",Active,False,False,False,1.0
6,WASHINGTON SHOE BUILDING LLC,"WASHINGTON SHOE BUILDING, LLC",602 647 733,1054283,"208 JAMES ST #C, SEATTLE, WA, 98104, UNITED STATES",Active,False,False,False,1.0
8,GC COLUMBIA LLC,"GC COLUMBIA TRS, LLC",604 304 584,1221458,"818 W 7TH ST STE 410, 818 W. 7TH STREET, STE 410, LOS ANGELES, CA, 90017-3463, UNITED STATES",Active,False,False,False,1.0
9,GC COLUMBIA LLC,"GC COLUMBIA, LLC",603 523 026,718576,"818 W 7TH ST, STE 410, LOS ANGELES, CA, 90017-3463, UNITED STATES",Active,False,False,False,1.0
10,TEMASEK L L C,"TEMASEK, L.L.C.",601 930 871,1154643,"601 UNION ST, SUITE 4100, SEATTLE, WA, 98101-1368, UNITED STATES",Active,False,False,False,1.0
11,EXPEDITORS INTERNATIONAL OF WA INC,"EXPEDITORS INTERNATIONAL OF WASHINGTON, INC.",600 335 063,158813,"1015 THIRD AVE, SEATTLE, WA, 98104, UNITED STATES",Active,False,False,False,1.0
12,BCSP MARITIME BUILDING,BCSP MARITIME BUILDING LLC,604 282 227,1205818,"275 E BROAD ST, COLUMBUS, OH, 43215-3703, UNITED STATES",Active,False,False,False,1.0
14,505 UNION STATION LTD,505 UNION STATION LLC,602 347 763,9316,"505 5TH AVE S #900, SEATTLE, WA, 98104, UNITED STATES",Active,False,False,False,1.0
15,505 UNION STATION LTD,505 UNION STATION MM INC,602 347 627,361253,"505 5TH AVE S STE 900, SEATTLE, WA, 98104-3821, UNITED STATES",Merged,False,False,False,1.0
16,HUDSON FIRST & KING LLC,"HUDSON FIRST & KING, LLC",603 316 717,217798,"11601 WILSHIRE BOULEVARD, NINTH FLOOR, LOS ANGELES, CA, 90025, UNITED STATES",Active,False,False,False,1.0
17,NEUBERT FAMILY LIMITED PARTNERSHIP,THE NEUBERT FAMILY LIMITED PARTNERSHIP,602 546 418,1071888,"61 BENSON CREEK DR, TWISP, WA, 98856-9606, UNITED STATES",Active,False,False,False,1.0
19,IC U S A NO 8 PROPERTY PARTNERSHIP,IC U.S.A. NO. 8 PROPERTY LIMITED PARTNERSHIP,602 570 885,746841,,Administratively Dissolved,False,False,False,1.0
20,BURKE-STATE BLDG LLC,"BURKE-STATE BLDG., LLC",601 728 210,101420,"316 OCCIDENTAL AVE S, STE 300, SEATTLE, WA, 98104, UNITED STATES",Active,False,False,False,1.0
21,GLOBE PARTNERS LLC,"GLOBE BUILDING PARTNERS, LLC",603 417 335,209429,"807 W SHOSHONE PL, SPOKANE, WA, 99203, UNITED STATES",Active,False,False,False,1.0
22,GLOBE PARTNERS LLC,"GLOBE PARTNERS, LLC",602 023 571,135138,"85 S WASHINGTON ST STE 211, SEATTLE, WA, 98104-3403, UNITED STATES",Active,False,False,False,1.0
23,GLOBE PARTNERS LLC,GLOBE PARTNERSHIPS LLC,604 929 540,1570102,"2528 S WILKESON ST, TACOMA, WA, 98405-3129, UNITED STATES",Active,False,False,False,1.0
24,ONE HUNDRED KING L L C,"ONE HUNDRED KING, LLC",603 062 948,887963,"437 BEAVER ST FL 2, SEWICKLEY, PA, 15143-1543, UNITED STATES",Active,False,False,False,1.0
25,GREF 111 SOUTH JACKSON LP,"GREF 111 SOUTH JACKSON, LP",603 504 015,721462,"222 S RIVERSIDE PLZ FL 34, CHICAGO, IL, 60606-6886, UNITED STATES",Active,False,False,False,1.0
26,HUDSON MERRILL PLACE L L C,"HUDSON MERRILL PLACE, LLC",603 368 506,748554,"11601 WILSHIRE BOULEVARD, NINTH FLOOR, LOS ANGELES, CA, 90025, UNITED STATES",Active,False,False,False,1.0
27,COLLINS BUILDING LLC,COLLINS BUILDING REDEVELOPMENT GROUP LLC,602 579 848,82515,"2232 BROADWAY STE 101, EVERETT, WA, 98201, UNITED STATES",Administratively Dissolved,False,False,False,1.0
28,COLLINS BUILDING LLC,"COLLINS BUILDING, LLC",604 976 252,1601986,"208 JAMES ST, SEATTLE, WA, 98104-2220, UNITED STATES",Active,False,False,False,1.0
29,COLLINS BUILDING LLC,"COLLINS FINE HOMEBUILDING, LLC",603 528 051,1105761,"1023 S THORP HWY, ELLENSBURG, WA, 98926-8006, UNITED STATES",Active,False,False,False,1.0
30,COLLINS BUILDING LLC,THE COLLINS BUILDING COALITION,602 934 252,469042,"2418 CALIFORNIA STREET #C, EVERETT, WA, 98201, UNITED STATES",Inactive,False,False,False,1.0
317,T C 4 & MADISON LLC,T-C 4TH & MADISON LLC,603 282 482,1017402,"730 3RD AVE, NEW YORK, NY, 10017-3206, UNITED STATES",Active,False,False,False,1.0
319,SELIG HOLDINGS COMPANY LLC,SELIG HOLDINGS COMPANY L.L.C.,602 559 881,928036,"1000 2ND AVE STE 1800, SEATTLE, WA, 98104-3619, UNITED STATES",Active,True,False,False,1.0
340,710 SECOND AVE (WA) OWNER LLC,"710 SECOND AVE (WA) OWNER, LLC",604 363 275,1250229,"4700 WILSHIRE BLVD, LOS ANGELES, CA, 90010-3853, UNITED STATES",Active,False,False,False,1.0
342,PANAMA INTERNATIONAL CORP,PANAMA INTERNATIONAL CORPORATION,601 004 835,367555,"605 1/2 S MAIN ST, SEATTLE, WA, 98104-2754, UNITED STATES",Active,False,False,False,1.0
343,PIONEER SQUARE HOTEL CO,PIONEER SQUARE HOTEL COMPANY,600 617 852,932172,"77 YESLER WAY, SEATTLE, WA, 98104-2530, UNITED STATES",Active,False,False,False,1.0
344,EXECUTIVE HOTEL SEATTLE L L C,EXECUTIVE HOTEL SEATTLE LLC,602 499 594,1113446,"4420 132ND ST SE, SUITE 201, MILL CREEK, WA, 98012, UNITED STATES",Active,False,False,False,1.0
345,1915 3RD AVE LP,1915 3RD AVE LLC,603 558 821,2922,"918 SOUTH ST STE 1018, SEATTLE, WA, 98134, UNITED STATES",Administratively Dissolved,False,False,False,1.0
347,1 BOND TOWER LLC,"1 BOND TOWER, LLC",603 393 469,768,"2100 MCKINNEY AVE #800, DALLAS, TX, 75201, UNITED STATES",Withdrawn,False,False,False,1.0
348,JJ&G CAMLIN LLC,"JJ&G CAMLIN, LLC",602 870 263,769751,"2001 WESTERN AVE #330, SEATTLE, WA, 98121, UNITED STATES",Active,False,False,False,1.0
349,TW FAIRMOUNT PARTNERS L P,TW FAIRMOUNT PARTNERS LP,602 966 962,509515,"1907 1ST AVE, SEATTLE, WA, 98101-1039, UNITED STATES",Active,False,False,False,1.0
350,1ST & PINE PROPERTY OWNER LLC,1ST AND PINE PROPERTY OWNER LLC,604 172 196,62390,"12100 OLYMPIC BLVD. #350, LOS ANGELES, CA, 90064, UNITED STATES",Terminated,False,False,False,1.0
351,BREIER SCHEETZ PROPERTIES LLC,BREIER-SCHEETZ PROPERTIES L.L.C.,602 352 042,597885,"464 12TH AVE, SUITE 201, SEATTLE, WA, 98122-7050, UNITED STATES",Active,False,False,False,1.0
352,M J  LEHMAN DESCENDANTS LLC,M. J. LEHMANN DESCENDANTS LLC,602 095 499,311686,"4903 DOON WAY, ANACORTES, WA, 98221-2905, UNITED STATES",Active,False,False,False,1.0
354,EQR-SECOND AND PINE LLC,"EQR-SECOND AND PINE, LLC",603 226 168,151331,"TWO NORTH RIVERSIDE PLAZA, SUITE 400, CHICAGO, IL, 60606, UNITED STATES",Active,True,False,False,1.0
355,HART PINE LLC,"HART PINE, LLC",603 519 213,745183,"191 N WACKER DR STE 2500, CHICAGO, IL, 60606-1885, UNITED STATES",Active,False,False,False,1.0
357,EQR-HARBOR STEPS LLC,"EQR-HARBOR STEPS, L.L.C.",602 519 982,190557,"TWO NORTH RIVERSIDE PLAZA, SUITE 400, CHICAGO, IL, 60606, UNITED STATES",Active,True,False,False,1.0
358,MMP OLIVIAN OWNER LLC,"MMP OLIVIAN OWNER, LLC",604 555 999,1333951,"1 METLIFE WAY, WHIPPANY, NJ, 07981-1449, UNITED STATES",Active,False,False,False,1.0
359,OLIVE TOWER APARTMENTS L L C,OLIVE TOWER APARTMENTS LLC,602 668 935,882437,"433 MINOR AVE N, SEATTLE, WA, 98109-5439, UNITED STATES",Active,False,False,False,1.0
360,CATHOLIC ARCHDIOCESE OF SEATTLE,CATHOLIC COMMUNITY FOUNDATION OF THE ARCHDIOCESE OF SEATTLE,604 792 837,1481205,"710 9TH AVE, SEATTLE, WA, 98104-2017, UNITED STATES",Active,False,False,False,1.0
361,601 PINE STREET INVESTMENT GROUP INC,"601 PINE STREET INVESTMENT GROUP, INC.",602 454 789,82731,"5910 N CENTRAL EXPRESSWAY, SUITE 1200, DALLAS, TX, 75206, UNITED STATES",Active,False,False,False,1.0
364,1918 EIGHTH LLC,"1918 EIGHTH, LLC",602 735 324,3286,"225 108TH AVE NE #400, BELLEVUE, WA, 98004, UNITED STATES",Administratively Dissolved,False,False,False,1.0
366,MDB LANDMARK LLC,"MDB LANDMARK, LLC",604 488 379,1299187,"621 SW ALDER ST STE 800, PORTLAND, OR, 97205-3623, UNITED STATES",Active,False,False,False,1.0
367,1921 27 FIFTH AVENUE HOLDINGS LLC,"1921-27 FIFTH AVENUE HOLDINGS, LLC",604 468 245,1287279,"7 PENN PLAZA, NEW YORK, NY, 10001, UNITED STATES",Active,False,False,False,1.0
442,COLISEUM BUILDING LLC,"COLISEUM BUILDING, LLC",602 676 313,626052,"801 GRAND AVE, DES MOINES, IA, 50309, UNITED STATES",Active,False,False,False,1.0
446,BAYVIEW FARMS LLC,"BAYVIEW FARMS, LLC",603 450 846,571397,"431 BUFFALO LANE, MESA, WA, 99343, UNITED STATES",Active,False,False,False,1.0
448,ROIC WASHINGTON LLC,"ROIC WASHINGTON, LLC",603 026 438,416558,"11250 EL CAMINO REAL, SUITE 200, SAN DIEGO, CA, 92130-2677, UNITED STATES",Active,False,False,False,1.0
475,NORDSTROM INC,"NORDSTROM, INC.",178 071 138,349702,"1617 6TH AVE, SEATTLE, WA, 98101-1707, UNITED STATES",Active,True,False,False,1.0
482,1405 FIFTH & UNION ASSOCIATES LLC,"1405 FIFTH AND UNION ASSOCIATES, LLC",604 172 046,1780,"4 BRYANT PARK, SUITE 502, NEW YORK, NY, 10018, UNITED STATES",Active,False,False,False,1.0
483,TMT OLIVE LAB INC,"TMT OLIVE LAB, INC.",603 122 591,1047449,"4 EMBARCADERO CTR STE 3300, SAN FRANCISCO, CA, 94111-4184, UNITED STATES",Active,False,False,False,1.0
484,REGENCY MERIDIAN L L C,"REGENCY MERIDIAN, LLC",603 345 924,400335,"1111 BROADWAY, OFFICE OF THE CHIEF INVESTMENT OFFICER OF THE REGENTS-UNIVERSITY OF CALIFORINIA, OAKLAND, CA, 94607-4139, UNITED STATES",Active,False,False,False,1.0
485,1301 6TH AVENUE (WA) OWNER LLC,"1301 6TH AVENUE (WA) OWNER, LLC",604 552 088,1328666,"4700 WILSHIRE BLVD, LOS ANGELES, CA, 90010-3853, UNITED STATES",Active,False,False,False,1.0
486,HUDSON 1099 STEWART STREET LLC,"HUDSON 1099 STEWART STREET, LLC",604 037 980,155001,"11601 WILSHIRE BOULEVARD, NINTH FLOOR, LOS ANGELES, CA, 90025, UNITED STATES",Active,False,False,False,1.0
487,PIERS 55 & 56 INC,PIERS 55 & 56 L.L.C.,601 772 820,241274,"316 OCCIDENTAL AVE S STE 300, SEATTLE, WA, 98104-4421, UNITED STATES",Active,False,False,False,1.0
488,ALASKA TRADE BLDG LLC,"ALASKA TRADE BLDG, LLC",604 377 193,1256606,"8451 SE 68TH ST STE 200, MERCER ISLAND, WA, 98040-5240, UNITED STATES",Active,False,False,False,1.0
496,ARZCO 1 INVESTMENT CORP,ARZCO 1 INVESTMENT CORP.,604 309 137,1219684,"8TH FLOOR GARHOUD VIEWS BUILDING, DEIRA, DUBAI, 00000, UNITED ARAB EMIRATES",Active,False,False,False,1.0
497,800 STEWART LLC,"800 STEWART, LLC",603 258 757,10888,"800 STEWART ST, SEATTLE, WA, 98101-1306, UNITED STATES",Active,False,False,False,1.0
498,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,"EXPEDITORS INTERNATIONAL OF WASHINGTON, INC.",600 335 063,158813,"1015 THIRD AVE, SEATTLE, WA, 98104, UNITED STATES",Active,False,False,False,1.0
499,DP BUNKER HILL LLC,"DP BUNKER HILL, LLC",603 545 500,155339,"818 W 7TH ST STE 410, LOS ANGELES, CA, 90017-3463, UNITED STATES",Active,False,False,False,1.0
500,PPF OFF 720 OLIVE WAY LLC,"PPF OFF 720 OLIVE WAY, LLC",604 288 094,1207280,"3280 PEACHTREE ROAD, NE, 20TH FLOOR, ATLANTA, GA, 30305, UNITED STATES",Active,False,False,False,1.0
526,101 STEWART STREET LLC,"101 STEWART STREET, LLC",604 518 215,1311743,"222 SOUTH RIVERSIDE PLAZA, 34TH FLOOR, CHICAGO, IL, 60606, UNITED STATES",Active,False,False,False,1.0
528,ONNI 1411 FOURTH DEVELOPMENT LP,"ONNI 1411 FOURTH DEVELOPMENT, INC.",603 587 072,859354,"5055 N 32ND ST STE 200, PHOENIX, AZ, 85018-1401, UNITED STATES",Active,True,False,False,1.0
529,520 PIKE STREET INC,"520 PIKE STREET, INC.",602 347 340,10523,"45 ROCKEFELLER PLZ FL 7, NEW YORK, NY, 10111-0100, UNITED STATES",Active,False,False,False,1.0
530,BPP 1420 FIFTH AVE OWNER LLC,BPP 1420 FIFTH AVENUE OWNER LLC,604 467 324,1286910,"233 S WACKER DR STE 4700, CHICAGO, IL, 60606-6374, UNITED STATES",Active,False,False,False,1.0
531,1201 TAB OWNER LLC,"1201 TAB OWNER, LLC",603 244 928,2220,"1201 3RD AVE, SEATTLE, WA, 98101, UNITED STATES",Active,False,False,False,1.0
532,WALLYSONS INC,WALLYSONS INC.,601 338 627,1053391,"711 CAPITOL WAY S STE 204, OLYMPIA, WA, 98501, UNITED STATES",Active,False,False,False,1.0
533,SPRING & 1111 THIRD PROPERTY SEA LLC,SPRING AND 1111 THIRD PROPERTY (SEA) LLC,604 296 470,1217950,"1215 FOURTH AVENUE, SUITE 600, SEATTLE, WA, 98161, UNITED STATES",Active,False,False,False,1.0
534,SECOND & SPRING PROPERTY SEA LLC,SECOND AND SPRING PROPERTY (SEA) LLC,604 299 552,1217955,"1215 4TH AVENUE, SUITE 600, SEATTLE, WA, 98161, UNITED STATES",Active,False,False,False,1.0
535,HUDSON 1918 EIGHTH AVENUE LLC,"HUDSON 1918 EIGHTH AVENUE, LLC",604 678 268,1409166,"11601 WILSHIRE BLVD., 9TH FLOOR, LOS ANGELES, CA, 90025, UNITED STATES",Active,False,False,False,1.0
536,KR 6TH AVE LLC,"KR 6TH AVE, LLC",604 535 085,1326807,"12200 W OLYMPIC BLVD, SUITE 200 ATTN: LEGAL DEPARTMENT, LOS ANGELES, CA, 90064-1044, UNITED STATES",Active,False,False,False,1.0
537,CSHV 1600 7TH AVENUE LLC,"CSHV 1600 7TH AVENUE, LLC",603 176 819,1107609,"333 WEST WACKER DRIVE, SUITE 2300, CHICAGO, IL, 60606, UNITED STATES",Active,False,False,False,1.0
540,GIBRALTAR TOWER LLC,GIBRALTAR TOWER LLC.,602 511 823,721870,"720 SENECA ST, SUITE B, SEATTLE, WA, 98101-3265, UNITED STATES",Active,False,False,False,1.0
541,HT-SEATTLE OWNER LLC,"HT-SEATTLE OWNER, LLC",604 032 015,1121384,"217 PINE ST STE 200, SEATTLE, WA, 98101-1591, UNITED STATES",Active,False,False,False,1.0
546,SEATTLE FUNDING CORP,SEATTLE FUNDING CORP.,604 373 748,1245643,"68 S SERVICE RD STE 120, MELVILLE, NY, 11747-2350, UNITED STATES",Active,False,False,False,1.0
549,DC SEATTLE 1 PROPERTY LLC,"DC SEATTLE 1 PROPERTY, LLC",604 953 695,1590580,"5314 RIVER RUN DR STE 330, PROVO, UT, 84604-5692, UNITED STATES",Active,False,False,False,1.0
550,1415 5TH AVENUE SEATTLE LLC,"1415 5TH AVENUE, SEATTLE, LLC",604 186 121,60754,"C/O JUNSON CAPITAL, UNITS 5211-12, 52/F, THE CENTER, 99 QUEEN'S ROAD CENTRAL, HONGKONG, HONGKONG, HONGKONG, HONG KONG S.A.R.",Active,False,False,False,1.0
551,MILNER VENTURES LLC,"MILNER VENTURES, LLC",602 259 240,334251,"31217 NE 110TH ST, CARNATION, WA, 98014-9743, UNITED STATES",Delinquent,False,False,False,1.0
615,MARKET PLACE CENTER LTD,"MARKET PLACE CENTER, LTD.",600 583 233,829762,"86 PINE ST, SEATTLE, WA, 98101-1531, UNITED STATES",Active,False,False,False,1.0
621,MOODY NATIONAL YALE-SEATTLE HOLDINGS LLC,"MOODY NATIONAL YALE-SEATTLE HOLDING, LLC",603 579 184,209933,"9655 KATY FWY STE 600, HOUSTON, TX, 77024-1385, UNITED STATES",Active,False,False,False,1.0
622,WIRELESS PROPCO LLC,"WIRELESS PROPCO, LLC",604 921 988,1566971,"44 S BROADWAY STE 601, WHITE PLAINS, NY, 10601-4422, UNITED STATES",Active,False,False,False,1.0
623,TODAYS HOTEL SEATTLE CORPORATION,TODAY'S HOTEL SEATTLE CORPORATION,601 877 875,1047522,"1113 6TH AVE, SEATTLE, WA, 98101-3002, UNITED STATES",Active,False,False,False,1.0
625,WORLDMARK THE CLUB,"WORLDMARK, THE CLUB",601 203 364,1056986,"6277 SEA HARBOR DR, ORLANDO, FL, 32821-8027, UNITED STATES",Active,True,False,False,1.0
626,VANCE HOTEL ASSOCIATES LIMITED PARTNERSHIP,"VANCE HOTEL ASSOCIATES, LLC",602 678 924,318440,"1531 7TH AVE, SEATTLE, WA, 98101, UNITED STATES",Active,False,False,False,1.0
627,SEATTLE HOST HOTEL COMPANY L L C,SEATTLE HOST HOTEL COMPANY LLC,602 658 705,944347,"4747 BETHESDA AVENUE, SUITE 1300, BETHESDA, MD, 20814-5584, UNITED STATES",Active,False,False,False,1.0
628,8TH & PINE JOINT VENTURE,8TH & PINE JOINT VENTURE LLC,603 459 107,1092741,"10400 NE 4TH ST, #2225, BELLEVUE, WA, 98004-5184, UNITED STATES",Active,False,False,False,1.0
5,HARTFORD BUILDING LLC,"HARTFORD BUILDING, LLC",604 990 747,1609954,"208 JAMES ST, SEATTLE, WA, 98104-2220, UNITED STATES",Active,False,False,False,1.0
29,COLLINS BUILDING LLC,"COLLINS FINE HOMEBUILDING, LLC",603 528 051,1105761,"1023 S THORP HWY, ELLENSBURG, WA, 98926-8006, UNITED STATES",Active,False,False,False,1.0
